date,headline,news,naive_prompt_seed_01,naive_prompt_seed_02,naive_prompt_seed_03,naive_prompt_seed_04,naive_prompt_seed_05,naive_prompt_seed_06,naive_prompt_seed_07,naive_prompt_seed_08,naive_prompt_seed_09,naive_prompt_seed_10,naive_plus_prompt_seed_01,naive_plus_prompt_seed_02,naive_plus_prompt_seed_03,naive_plus_prompt_seed_04,naive_plus_prompt_seed_05,naive_plus_prompt_seed_06,naive_plus_prompt_seed_07,naive_plus_prompt_seed_08,naive_plus_prompt_seed_09,naive_plus_prompt_seed_10,expert_prompt_seed_01,expert_prompt_seed_02,expert_prompt_seed_03,expert_prompt_seed_04,expert_prompt_seed_05,expert_prompt_seed_06,expert_prompt_seed_07,expert_prompt_seed_08,expert_prompt_seed_09,expert_prompt_seed_10,finbert_label_seed_01,finbert_label_seed_02,finbert_label_seed_03,finbert_label_seed_04,finbert_label_seed_05,finbert_label_seed_06,finbert_label_seed_07,finbert_label_seed_08,finbert_label_seed_09,finbert_label_seed_10,fatouros_p1,fatouros_p2,fatouros_p3,fatouros_p4,ballinari_p
2024-03-27 14:56:00,"BUZZ-Month-end flows - USD sales, EUR sales, SEK, CHF/JPY demand","* Citi and Credit Ag month-end hedge rebalancing models expect mild USD
sales
    * Credit Ag strongest USD sell signal is vs SEK. Also expects corp EUR sales
  
    * The latest model signal is from Deutsche Bank - Positive CHF, negative JPY
    * Based on better performing Japanese and EU are equity indices
    * But Swiss mkt underperformance amid another positive month for stocks 
    * Month-end flows might be exacerbated by EU/UK holiday thinned liquidity

For more click on [FXBUZ]

 (Richard Pace is a Reuters market analyst. The views expressed are his own)
 ((Richard.Pace@thomsonreuters.com))",0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,1,0,0,0,-1,-1
2024-03-27 14:57:00,"BUZZ-FX options wrap - Value and protection, JPY conflict, EUR slide","FX option implied volatility returns to long-term lows, aligning with a slight
increase in historical volatility for cost-effective currency protection.
    The impending UK/EU Easter bank holidays are adding a little weight to
implied volatility as traders adjust for the four dead trading days. 
    Price action in USD/JPY options highlights the conflict between wanting to
cover upside risk and dealing with the consequences of possible intervention.
Well touted short gamma positioning can increase spot gains and volatility if
152-153 barriers are breached and demand and gains for shorter dated implied
volatility highlight that. However, intervention risk has grown and that is
typically seen as a vol quashing event and is limiting the overall demand for
implied volatility in JPY related pairs. 
    EUR/USD risk reversals have been slow to surrender a recent premium increase
for downside over upside strikes. There has also been a pick up in demand for
EUR put/USD call spreads with lower strikes around 1.0600, suggesting more scope
toward that level. However, implied volatility is back at last weeks multi year
lows, which would suggest that any deeper FX declines are expected to remain
slow.   



    
    
      For more click on [FXBUZ]

    <^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
1-month FX implied vs realised volatility    https://tmsnrt.rs/3TUgsnN
1-month expiry FXO implied volatility    https://tmsnrt.rs/4abs2k7
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^>
 (Richard Pace is a Reuters market analyst. The views expressed are his own)
 ((Richard.Pace@Thomsonreuters.com))",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,-1,-1,1,1,-1,1,0,1,0,-1,0
2024-03-27 15:15:00,MERCADOS GLOBAIS-A??es avan?am; autoridades japonesas fazem alerta sobre iene,"Por Kevin Buckland e Amanda Cooper e Alden Bentley
       NOVA YORK/LONDRES/T?QUIO, 27 Mar (Reuters) - As a??es
globais subiam nesta quarta-feira impulsionadas por um rali no
mercado japonês depois de o iene cair para seu nível mais fraco
desde 1990, enquanto o dólar se mantinha praticamente estável em
uma semana encurtada por feriado que termina com uma leitura
importante sobre a infla??o dos Estados Unidos.
    O iene, que já perdeu mais de 7% de seu valor em rela??o ao
dólar este ano, chegou a cair a 151,975 por dólar, levando as
três principais autoridades monetárias do Jap?o a realizar uma
reuni?o de emergência nesta quarta-feira para discutir a moeda.
    Os participantes do mercado entenderam isso como um sinal de
que as autoridades est?o prontas para intervir no mercado para
impedir o que eles descreveram como movimentos desordenados e
especulativos do iene.
    ""A notícia desta manh? foi o iene. Eles est?o sempre
preocupados, mesmo bem antes disso, há muitos anos, com os
fundos de hedge que entram e tiram proveito do iene"", disse
Quincy Krosby, estrategista-chefe global da LPL Financial.
""Portanto, eles normalmente fazem um alerta para notificar o
mercado de que 'podemos entrar e frustrar sua ambi??o em nosso
mercado cambial'.""
    O iene vem caindo apesar do primeiro aumento da taxa de
juros pelo Banco do Jap?o em 17 anos na semana passada, já que
os investidores esperam um aperto muito gradual e possíveis
atrasos no t?o esperado afrouxamento do Federal Reserve.
    Os principais índices de Wall Street subiam na abertura, com
os fabricantes de chips e as a??es de crescimento se
recuperando. O S&P 500 <.SPX> ganhava 0,57%, e o Nasdaq
Composite <.IXIC> tinha alta de 0,39%.
    O índice japonês Nikkei <.N225> fechou em alta de 0,9%,
enquanto o indicador da MSCI de a??es de todo o mundo
<.MIWD00000PUS> subia 0,37%, para 781,41, enquanto o índice
STOXX 600 <.STOXX> da Europa tinha alta de 0,12%.
    Em rela??o ao iene <JPY=>, o dólar enfraquecia 0,16%, a
151,3. O índice do dólar <=USD> subia 0,13%, para 104,42, um
pouco abaixo do pico de cinco semanas de 104,49 registrado na
sexta-feira, enquanto o euro <EUR=> caía 0,15%, para 1,0814
dólar.
     Os rendimentos dos Treasuries de 10 anos <US10YT=RR> caíam
ligeiramente para 4,222%.
    (Reportagem adicional de Dhara Ranasinghe em Londres e Kevin
Buckland em Tóquio)
    ((Tradu??o Reda??o S?o Paulo, 55 11 5047 2984))
    REUTERS CMO

    

    <^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
World FX rates YTD    http://tmsnrt.rs/2egbfVh
Global asset performance    http://tmsnrt.rs/2yaDPgn
Asian stock markets    https://tmsnrt.rs/2zpUAr4
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^>",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,0
2024-03-28 09:36:00,Рубль теряет плавучесть по мере ослабления налоговой поддержки,"МОСКВА, 28 мар (Рейтер) - Рубль постепенно теряет
плавучесть на дневной сессии четверга по мере сокращения объема
продаж экспортной валютной выручки расчетами ""сегодня"" для
окончательных расчетов с бюджетом по корпоративным налогам.
    К 12.30 МСК пара доллар/рубль расчетами ""завтра"" была вблизи
отметки 92,35, и рубль немного дешевеет, ранее укрепившись до
91,91.<RUBUTSTN=MCX>
        Пара евро/рубль была вблизи 99,64, и здесь рубль
продолжает котироваться в плюсе, набирая 0,2%.<EURRUBTN=MCX>
  
    Против юаня же рубль дешевеет на треть процента, до отметки
12,71.<CNYRUBTOM=MCX> 
        В четверг российские экспортеры завершают расчеты по
единому налоговому платежу за февраль, в число которого также
входит налог на добычу полезных ископаемых (НДПИ), корпоративные
налогоплательщики еще и окончательно рассчитаются с бюджетом по
налогу на прибыль за прошлый год, а нефтегазовые компании будут
уплачивать и квартальный налог на дополнительный доход от добычи
углеводородного сырья (НДД).
    Безотносительно налоговых выплат крупнейшие экспортеры
реализуют валютную выручку и в обязательном порядке, согласно
октябрьскому указу президента РФ.
    Аналитики компании Альфа-капитал напоминают, что действие
указа об обязательной продаже валютной выручки экспортерами
завершается в апреле, ""но будут ли (власти) его продлевать и на
каких условиях, пока неясно"".
    При этом с поступлением валюты могут возникать сложности,
связанные в том числе с рисками введения ограничений США
(вторичных санкций) на нероссийские финансовые институты,
сотрудничающие с клиентами из России.
    Опасения в отношении возможных сбоев в притоке валютной
выручки за российский экспорт сейчас могут играть против рубля.
    Одновременно сохраняется локальный валютный спрос как со
стороны импортеров, так и при выводе капитала при смене
собственников у иностранного бизнеса, покидающего Россию. В
последнем случае он достаточно волатилен и может приводить к
значительным колебаниям курса рубля.
    Свою роль в курсообразовании рубля в четверг и пятницу также
будут играть волатильные потоки конца квартала и календарного
месяца.
    ""Уже завтра не исключаем небольшого ослабления рубля,
поскольку налоговый период завершится, и в канун выходных многие
предпочтут попридержать доллары и юани. Сопротивлением по паре
доллар/рубль по-прежнему выступает район 93,00"", - полагает
Алексей Антонов из компании Алор Брокер.
    По базовому прогнозу Альфа-Капитал, в апреле курс доллара
останется в коридоре 90-93 рубля.
    ""Поводов для значительных движений за пределы этого коридора
пока не видно. На курс продолжат влиять геополитика, высокая
ключевая ставка, потребительский спрос, объем импорта и
экспорта, наличие или отсутствие проблем с трансграничными
переводами и прочие факторы"", - отмечают аналитики
Альфа-Капитала.    
    

 (Московское бюро)
 ((moscow.newsroom@thomsonreuters.com))",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1
2024-03-28 10:10:00,BUZZ-AUD/USD support break opens low 0.64's; Value in options,"* AUD/USD broke recent lows between 0.6510-04 and 76.4% Fibo 0.6495 Thursday
    * Comments from Fed's Waller on Wednesday lend the USD broad based support
    * Expectations for more weakness in Australian data wont help AUD if
realised
    * AUD/USD now on track for full retrace of Feb-Mar rise from 0.6442-0.6667
    * FX option implied volatility finds support at recent and multi-year lows
    * 1-month implied/historic volatility convergence highlight value potential

For more click on [FXBUZ]

    <^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AUD=D3    https://tmsnrt.rs/3PBdkuw
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^>
 (Richard Pace is a Reuters market analyst. The views expressed are his own)
 ((Richard.Pace@thomsonreuters.com))",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,1
2024-03-28 12:02:00,"BUZZ-USD/CNH-Fed speak, yields, commodities give longs a boost","* USD/CNH fell to 7.2450 on D3 then rallied to 7.2671 in early NY trading
    * US yield <US2YT=RR> gains on Fed's Waller comments drove broad US$ buying
    * Iron-ore <DCIOc2> & equity <ESv1> drops added to USD/CNH's buoyancy
    * Bullish outside day candle formed, 10-DMA crossed above the 200-DMA
    * Rising RSIs reinforce bullish signals from candle, DMA crossing
    * March 25 high in focus, break may trigger stop loss buying
    * November, October monthly highs are then targeted by USD/CNH bulls
    * US weekly jobless claims, March Chicago PMI are risks in NY Thursday
    * Japan March CPI Tokyo, US Feb. PCE data risks may impact sentiment Friday
    * For more click on [FXBUZ]


    <^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
usdcnh    https://tmsnrt.rs/4cBMn3o
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^>
 (Christopher Romano is a Reuters market analyst. The views expressed are his
own)
 ((christopher.romano@thomsonreuters.com;))",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2024-03-28 14:35:00,"BUZZ-FX options wrap - Intervention alert, data threat, USD bid","FX option implied volatility is back at the long-term lows seen before the March
22 Chinese yuan slump, but there are a few exceptions that highlight perceived
volatility risks ahead. 
    USD/CNH 1-month expiry implied volatility spiked from 2.5 to 4.75 on March
22 but has met demand on its reversion to 3.3. One-month risk reversals flipped
from a USD put, to a USD call premium that day, which remains intact to reflect
the risk of more USD/CNH gains. 
    The firmer EUR put/USD call risk reversal premium highlighted the downside
risk to EUR/USD spot which consequently prompted demand for 1-month implied
volatility from 4.9 when it broke below 1.0800 on Thursday. Trade flows show
potential for 1.0600 over time. 
    The BoJ may take advantage of Easter holiday thinned markets to intervene in
support of the JPY, especially if Friday's Japanese and U.S. data goes against
USD/JPY. That's keeping JPY related implied volatility elevated, along with the
threat of short topside USD/JPY gamma above 152.00 barriers - some of which
expire next week. 
    The recent broad based gains in historic/realised volatility have seen a
convergence with implied volatility and show the potential value of long option
positions. 
    
        For more click on [FXBUZ]

    <^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
1-month expiry FXO implied volatility    https://tmsnrt.rs/4cy5H1I
1-month expiry USD/CNH risk reversals    https://tmsnrt.rs/4axsWHj
1-3-month expiry EUR/USD risk reversals    https://tmsnrt.rs/4acLi0w
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^>
 (Richard Pace is a Reuters market analyst. The views expressed are his own.
Editing by Alison Williams)
 ((Richard.Pace@Thomsonreuters.com))",-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,-1,-1,1,1
2024-03-28 14:46:00,Рубль ожидаемо ушел в минус по завершении налогового периода,"МОСКВА, 28 мар (Рейтер) - Рубль к вечеру четверга
ожидаемо для значительной части участников рынка ушел в минус на
фоне постепенного сокращения объема продаж экспортной валютной
выручки после окончательных расчетов с бюджетом по корпоративным
налогам.
    Рубль при этом все торги выглядел хуже в паре с юанем, где
сегодня также резко снизились биржевые обороты - российские
поставщики сырья в КНР могли ""отстреляться"" с продажами
вырученной китайской валюты заранее, тогда как доллары и евро
сырьевые корпорации продолжают более-менее заметно продавать
даже сейчас, хотя вечерний risk-off с лихвой переваривает все
текущее предложение.
    К 17.35 МСК пара доллар/рубль расчетами ""завтра"" была вблизи
отметки 92,53, и рубль дешевеет на 0,3%, ранее в четверг
укрепляясь до 91,91. <RUBUTSTN=MCX>
        Объем сделок с начала дня превысил $1,3 миллиарда,
расчетами ""сегодня"" - превысил $0,3 миллиарда. 
  
        Курс евро к этому времени был вблизи отметки 100,08
рубля, и здесь российская валюта теряет 0,2%, дорожая днем до
99,49. <EURRUBTN=MCX> 
  
        Объем сделок евро/рубль расчетами ""завтра"" составляет
0,45 миллиарда евро, что сопоставимо со вчерашними показателями.
  
    Против юаня же рубль дешевеет на полпроцента, до отметки
12,73. <CNYRUBTOM=MCX> 
        Объем сделок с этой валютной парой - менее Y11
миллиардов, тогда как накануне он достиг максимального с июля
прошлого года значения, Y18,7 миллиарда.
  
        В четверг российские экспортеры завершают расчеты по
единому налоговому платежу за февраль, в который также входит
налог на добычу полезных ископаемых (НДПИ). Корпоративные
налогоплательщики еще и окончательно рассчитаются с бюджетом по
налогу на прибыль за прошлый год, а нефтегазовые компании будут
уплачивать и квартальный налог на дополнительный доход от добычи
углеводородного сырья (НДД).
    Внешней поддержкой российской валюте в четверг могла
выступать динамика нефтяного рынка - баррель Brent <LCOc1>
дорожает сейчас на 1,3% ($87,23), котируясь вблизи пятимесячных
максимумов.
    Безотносительно налоговых выплат крупнейшие экспортеры
реализуют валютную выручку и в обязательном порядке, согласно
октябрьскому указу президента РФ.
    Аналитики компании Альфа-капитал напоминают, что действие
указа об обязательной продаже валютной выручки экспортерами
завершается в апреле, ""но будут ли (власти) его продлевать и на
каких условиях, пока неясно"".
    При этом с поступлением валюты могут возникать сложности,
связанные в том числе с рисками введения ограничений США
(вторичных санкций) на нероссийские финансовые институты,
сотрудничающие с клиентами из России.
    Опасения в отношении возможных сбоев в притоке валютной
выручки за российский экспорт сейчас могут играть против рубля.
    Одновременно сохраняется локальный валютный спрос как со
стороны импортеров, так и при выводе капитала при смене
собственников у иностранного бизнеса, покидающего Россию. В
последнем случае он достаточно волатилен и может приводить к
значительным колебаниям курса рубля.
    Свою роль в курсообразовании рубля в четверг и пятницу также
будут играть волатильные потоки конца квартала и календарного
месяца.
    ""Уже завтра не исключаем небольшого ослабления рубля,
поскольку налоговый период завершится, и в канун выходных многие
предпочтут попридержать доллары и юани. Сопротивлением по паре
доллар/рубль по-прежнему выступает район 93,00"", - полагает
Алексей Антонов из компании Алор Брокер.
    По базовому прогнозу Альфа-Капитал, в апреле курс доллара
останется в коридоре 90-93 рубля.
    ""Поводов для значительных движений за пределы этого коридора
пока не видно. На курс продолжат влиять геополитика, высокая
ключевая ставка, потребительский спрос, объем импорта и
экспорта, наличие или отсутствие проблем с трансграничными
переводами и прочие факторы"", - отмечают аналитики
Альфа-Капитала.    
    

 (Московское бюро)
 ((moscow.newsroom@thomsonreuters.com))",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,0
2024-03-29 09:04:00,中國2月服務貿易逆差176億美元，為10個月來最小--外管局,"路透上海3月29日 - 中國國家外匯管理局周五公布，2月服務貿易逆差176億美元，錄得10個月最低逆差規模，上個月為逆差235億美元。    

    數據並顯示，2月旅行差額為逆差174億美元，運輸差額為逆差51億美元；1月旅行和運行逆差分別為215億和79億美元。
    
    2023年全年累計服務貿易逆差2,299億美元。
    
   貨物和服務貿易是指居民與非居民之間發生的貨物貿易和服務貿易交易，與國際收支平衡表的口徑相同。（完）

 (發稿 張金棟；審校 楊淑禎)
 ((Jindong.Zhang@tr.com; +86 21 20830168; Reuters Messaging:
Jindong.Zhang.thomsonreuters.com@thomsonreuters.net))",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0
2024-03-29 09:05:00,中國2月旅行差額為逆差174億美元，運輸差額為逆差51億美元--外管局,"路透上海3月29日 - 中國國家外匯管理局周五公布，2月服務貿易逆差176億美元，錄得10個月最低逆差規模，上個月為逆差235億美元。    

    數據並顯示，2月旅行差額為逆差174億美元，運輸差額為逆差51億美元；1月旅行和運行逆差分別為215億和79億美元。
    
    2023年全年累計服務貿易逆差2,299億美元。
    
   貨物和服務貿易是指居民與非居民之間發生的貨物貿易和服務貿易交易，與國際收支平衡表的口徑相同。（完）

 (發稿 張金棟；審校 楊淑禎)
 ((Jindong.Zhang@tr.com; +86 21 20830168; Reuters Messaging:
Jindong.Zhang.thomsonreuters.com@thomsonreuters.net))",0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2024-03-29 12:26:00,Рубль котируется в плюсе за счет потоков конца месяца и квартала,"МОСКВА, 29 мар (Рейтер) - Рубль показывает умеренный
рост на пятничных торгах, и в его паруса дуют допродажи
экспортной выручки в конце календарного месяца и квартала с
учетом обязательности таких операций, и данные потоки пока
перевешивают текущий спрос на инвалюту, в том числе и
формируемый за счет минимизации риска на уикенд.
    Торги проходят по завершении накануне налоговых выплат в РФ
и одновременно при слабой активности и ликвидности внешних
рынков из-за западной Страстной Пятницы, в которую также не
проводятся расчеты ""сегодня"" по евро.
    К 15.15 МСК пара доллар/рубль расчетами ""завтра"" была вблизи
отметки 92,37, и рубль дорожает на 0,2%, а объем сделок
приближается к $0,9 миллиарда. <RUBUTSTN=MCX>
        Пара евро/рубль была вблизи 99,56, и здесь рубль
набирает 0,4%. <EURRUBTN=MCX>
  
    Против юаня рубль дорожает на четверть процента, вблизи
отметки 12,68. <CNYRUBTOM=MCX> 
        Крупнейшие российские экспортеры реализуют валютную
выручку в обязательном порядке согласно октябрьскому указу
президента РФ, однако с поступлением валюты могут возникать
сложности, связанные в том числе с рисками введения ограничений
США (вторичных санкций) на нероссийские финансовые институты,
сотрудничающие с клиентами и контрагентами из России.
    Президентский указ при этом действует до конца апреля, а
среди регуляторов нет единства в отношении необходимости
дальнейшего использования таких мер.
    ""Ключевым событием на валютном рынке станет решение
правительства по продлению норм об обязательной продаже валютной
выручки крупнейшими экспортерами, одного из важных факторов
сохранения стабильности валютного рынка"", - полагает в этой
связи Евгений Локюхов из Промсвязьбанка. Он ждет положительного
решения, а целевым диапазоном для пары доллар/рубль на апрель он
видит область 91,00-95,00.
    Центробанк в марте также выступал нетто-продавцом
иностранной валюты (китайского юаня) и золота в том числе за
счет зеркалирования прошлогодних расходов из Фонда национального
благосостояния.
    ""Прохождение мартовских налоговых выплат снизит поддержку
национальной валюты со стороны экспортеров, однако улучшение
ситуации в ценах на нефть может поддержать рубль и частично
нивелировать снижение предложения иностранной валюты со стороны
экспортеров"", - назвал Богдан Зварич из Банки.ру еще один
возможный фактор поддержки рублю сегодня.
        Нефть марки Brent <LCOc> ушла на длинный пасхальный
уикенд с котировкой $87,07 за баррель (что близко от максимумов
с начала ноября), подорожав за четверг почти на два процента и
показав рост по итогам месяца третий раз подряд.
        Накануне рубль утратил поддержку очередного налогового
периода, благодаря которой на завершающейся неделе он достиг
многодневных максимумов в паре с юанем и евро за счет повышенных
продаж валюты экспортерами под расчеты с бюджетом.
    Опасения в отношении возможных сбоев в притоке валютной
выручки за российский экспорт сейчас могут играть против рубля.
    При этом сохраняется локальный валютный спрос как со стороны
импортеров, так и при выводе капитала при смене собственников у
иностранного бизнеса, покидающего Россию. В последнем случае он
достаточно волатилен и может приводить к значительным колебаниям
курса рубля.
    ""Спрос на валюту остается по-прежнему высоким, в том числе
ввиду крепкого состояния экономики и вероятного продолжения
оттока капитала в рамках в том числе и сделок с нерезидентами.
Да и дисбалансы на валютном рынке, связанные с большим спросом
на доллар при растущем предложении юаней, также не поддерживают
рубль"", - отметил Локтюхов из ПСБ. 
    В текущих условиях российская валюта находится на пути к
второму подряд снижению по итогам календарного месяца.
    

 (Московское бюро)
 ((moscow.newsroom@thomsonreuters.com))",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2024-04-01 11:26:00,Рубль в плюсе на первоапрельских малоактивных торгах с учетом дорогой нефти,"МОСКВА, 1 апр (Рейтер) - Рубль немного дорожает днем
понедельника на фоне текущего высокого уровня нефтяных цен и при
низкой биржевой активности с оглядкой на внешние рынки, часть из
которых закрыта в связи с празднованием западной Пасхи.
    Из-за пасхальных каникул в Европе также не проводятся торги
по евро расчетами ""сегодня"".
    К 14.10 МСК пара доллар/рубль расчетами ""завтра""
<RUBUTSTN=MCX> была вблизи отметки 92,17, рубль дорожает на
треть процента.
        Пара евро/рубль котировалась по 99,38 <EURRUBTN=MCX>, и
рубль набирает 0,3%.
  
    Против юаня <CNYRUBTOM=MCX> рубль минимально подрастает
(12,67).
        Нефть марки Brent <LCOc1> котируется в минусе и
оценивается в $86,85 за баррель (-0,2%), однако текущие уровни
остаются недалеко от пятимесячных максимумов после того, как
рынок нефти показал очередной, третий по счету, рост по итогам
календарного месяца. 
        Текущий уровень нефтяных цен помогает рублю
противостоять сезонному фактору - снижению объема продаж
экспортной валютной выручки в начале календарного месяца после
уплаты очередных налогов.
    ""Учитывая традиционное ослабление активности экспортеров в
начале месяца, связанное с прохождением налоговых выплат, и
вероятное появление отложенного спроса на доллар и евро после
пасхальных выходных в Европе и США, в ближайшие дни видим риски,
скорее, некоторого ослабления рубля"", - сказал Евгений Локтюхов
из Промсвязбанка. 
    Он при этом отмечает, что сдерживать рост инвалют будет
комфортная для рубля ситуация на рынке нефти.
    Безотносительно налоговых периодов поддержкой рублю
выступают продажи экспортной валютной выручки в обязательном
порядке, согласно октябрьскому указу президента РФ.
    Формально президентский указ об обязательной продаже
действует до конца апреля, а среди госрегуляторов пока нет
единства в отношении необходимости дальнейшего использования
таких мер. 
    Центробанк сейчас также выступает нетто-продавцом
иностранной валюты (китайского юаня) и золота, на 7,1 миллиарда
рублей в день, в основном за счет зеркалирования прошлогодних
расходов из Фонда национального благосостояния, и такие операции
перевешивают заявленные Минфином потоки на покупку валюты по
бюджетному правилу, на 4,7 миллиарда рублей в день.
    В этой связи интерес представляют свежие параметры операций
по бюджетному правилу, которые российский Минфин объявит 3
апреля, а проводиться они начнут с 5 апреля.
    Против рубля играет локальный валютный спрос со стороны
импортеров при сохранении относительно высоких темпов
внутреннего потребления, невзирая на попытки Центробанка
охладить его высоким уровнем ключевой процентной ставки, которую
регулятор с конца прошлого года держит на уровне 16% годовых.
    На котировки рубля также негативно влияют последствия
операций по смене собственников у иностранного бизнеса,
покидающего Россию. В этом случае происходит вывод капитала, а
сопровождающие его покупки иностранной валюты достаточно
волатильны и могут приводить к значительным колебаниям биржевого
курса.
    Против рубля играют и опасения в отношении возможных сбоев в
притоке валютной выручки за российский экспорт, связанные в том
числе с рисками введения ограничений США (вторичных санкций) на
нероссийские финансовые институты, сотрудничающие с клиентами и
контрагентами из России.
    На внешних рынках в фокусе внимания - выходящая в пятницу 
трудовая статистика США за март, которая может оказать влияние
на ближайшие шаги ФРС.
    Сегодня валюта США тяготеет к росту, индекс доллара
оценивается в 104,59 <=USD>, на 0,1% выше пятничного закрытия, в
паре с евро доллар также дорожает на 0,1% ($1,0778) <EUR=>.
    

 (Московское бюро)
 ((moscow.newsroom@thomsonreuters.com))",1,1,1,1,1,1,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
2024-04-01 12:23:00,"BUZZ-EUR/USD-Gains erode with help from yields, US dollar","* EUR/USD rallied to 1.0797 on EBS overnight with help from upbeat risk
    * Gold <XAU=> & equity <ESv1> rallies & USD/CNH dip helped buoy EUR/USD
    * Pair slide from the high, NY opened near 1.0780, traded down -0.07%
    * US yield <US2YT=RR> firmed which widened DE-US spreads <US2DE2=RR>
    * US$ firmed along with yields; EUR/USD dipped below 1.0780 in early NY
    * Price action helped some bearish technical signals emerge
    * Daily inverted hammer formed, price drop followed March 29 doji candle
    * Falling daily, monthly RSIs reinforce the bearish signals
    * US March S&P Global (final) & ISM manufacturing PMIs are data risks in NY
    * For more click on [FXBUZ]




    <^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
eurusd    https://tmsnrt.rs/3J25Bly
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^>
 (Christopher Romano is a Reuters market analyst. The views expressed are his
own)
 ((christopher.romano@thomsonreuters.com;))",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,0,0,1
